id	ConceptA	ConceptB_Pre	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil	domain	prerequisite	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi
663	Special_relativity	Absolute_time_and_space	14.8	1841.0	-257.25	10491.0	417.0	16.9	0.021425196	17.4	217.0	35.0	1583.0	54.0	17.7	0.073629935	0.00100658	0.002397363	0.996185941	0.289875024	0.021343479	0	0.35972	0.75	0.0	NewtonLaws	0	1.2697e-05	1.832e-06	1.9e-08	0.010471204	0.001510574	75.8572	966	358	100	91	16	2	0.0352	0.31124	10.68526
664	Inertial_frame_of_reference	Length_contraction	16.3	723.0	-32.49	5262.0	197.0	17.1	0.074765325	15.5	657.0	-296.67	3878.0	116.0	19.8	0.01991694	0.00101621	0.002309802	0.2661783	0.999195031	0.019900907	0	0.49127	0.66667	0.33333	NewtonLaws	0	4.785e-06	2.925e-06	1.9e-08	0.006557377	0.004008016	19.905	321	178	186	119	13	2	0.10592	0.22157	11.37941
665	Gravity	Force	15.1	613.0	24.37	3881.0	165.0	15.4	0.000436618	15.0	1324.0	-166.02	10077.0	379.0	17.3	0.013438585	0.000981475	0.002309802	0.431638296	0.014023877	0.000188461	0	0.28281	0.71429	0.0	NewtonLaws	1	2.5365e-05	2.4022e-05	1.9e-08	0.000798403	0.000756144	61.773	2305	340	2053	452	58	2	0.07245	0.33951	7.36717
666	Energy	Lorentz_scalar	16.5	846.0	2.89	6400.0	233.0	16.3	0.018857191	14.2	281.0	-824.95	1494.0	44.0	22.1	0.004692504	0.00101548	0.002311137	0.153723528	0.617749971	0.002898794	0	0.46905	0.71429	0.4	NewtonLaws	0	3.4715e-05	5.56e-07	1e-08	0.017241379	0.000276243	253.10596	3252	368	20	38	7	1	0.00123	0.54201	8.16849
667	Classical_mechanics	Astronomia_nova	14.7	760.0	-92.55	4715.0	255.0	14.7	0.01248622	13.8	265.0	53.04	2091.0	73.0	15.8	0.00330154	0.000997276	0.002298851	0.033552539	0.126893618	0.000418944	0	0.21563	0.5	0.0	NewtonLaws	0	1.1134e-05	1.18e-06	1e-08	0.008130081	0.000861326	96.13699	835	326	42	81	10	1	0.00599	0.44042	9.38151
668	Special_relativity	Four-vector	14.8	1841.0	-257.25	10491.0	417.0	16.9	0.021425196	16.4	1829.0	-1328.22	7917.0	146.0	31.5	0.03621449	0.00100658	0.002312807	0.707800831	0.418748734	0.015164772	1	0.42712	1.0	0.0	NewtonLaws	0	1.2697e-05	3.165e-06	1.9e-08	0.006060606	0.001510574	69.5727	966	358	147	183	51	2	0.07246	0.25315	11.17126
669	Isaac_Newton	Power_series	14.3	1327.0	45.8	8457.0	320.0	15.7	0.002143569	12.2	529.0	-707.56	2734.0	89.0	18.3	0.033111502	0.001024949	0.002327611	0.635429051	0.04113634	0.001362086	0	0.0877	0.6	0.0	NewtonLaws	0	2.9057e-05	3.27e-06	1e-08	0.002932551	0.000330033	148.641	2303	727	223	118	3	1	0.00738	0.49328	7.2748
670	Quantum_mechanics	The_Feynman_Lectures_on_Physics	15.9	1533.0	-60.44	9009.0	418.0	16.7	0.008609931	13.2	302.0	49.04	1533.0	59.0	16.2	0.075025191	0.000992328	0.002385923	0.995259534	0.114216516	0.008569116	0	0.25926	0.5	0.0	NewtonLaws	0	3.2337e-05	3.174e-06	1.9e-08	0.006042296	0.00059312	212.595	2887	485	102	229	41	2	0.00866	0.44246	8.63361
671	Speed_of_light	Metre	14.4	950.0	46.61	8097.0	285.0	14.7	0.074762193	12.4	660.0	46.88	3411.0	236.0	11.7	0.000496069	0.004044385	0.002321532	0.005998605	0.904044661	0.000448469	0	0.37508	0.71429	0.11111	NewtonLaws	0	1.729e-05	2.9239e-05	1.9e-08	0.000655953	0.001109262	-63.146	1336	467	2747	302	23	2	0.06437	0.42445	6.77645
672	Frame_of_reference	Gravitational_time_dilation	15.1	506.0	-140.54	4155.0	156.0	16.1	0.074748393	15.3	308.0	-261.51	1798.0	55.0	19.1	0.043789021	0.001020078	0.002323218	0.58426471	0.997346991	0.043672848	1	0.44881	1.0	0.14286	NewtonLaws	0	4.507e-06	1.247e-06	1.9e-08	0.015384615	0.004255319	28.56699	304	166	52	78	11	2	0.03618	0.29097	11.6686
673	Energy	SunPower	16.5	846.0	2.89	6400.0	233.0	16.3	0.018857191	13.6	169.0	49.96	1133.0	48.0	13.5	5.902e-06	0.000619195	0.002275313	-1.5481e-05	-0.049465241	-2.92e-07	0	0.12044	0.42857	0.0	NewtonLaws	0	3.4715e-05	2.302e-06	0.0	0.0	0.0	252.68243	3252	368	101	139	3	0	0.00062	0.68823	4.83221
674	Force	Constant_factor_rule_in_differentiation	15.0	1324.0	-166.02	10077.0	379.0	17.3	0.013438585	10.7	57.0	-1545.24	258.0	11.0	15.9	0.074855792	0.000990933	0.002309802	0.991080518	0.177925037	0.01331872	0	0.30424	0.45455	0.0	NewtonLaws	0	2.4022e-05	3.93e-07	0.0	0.0	0.0	128.30035	2053	452	16	25	0	0	0.00049	0.606	7.15401
675	Galilean_invariance	Special_relativity	14.8	200.0	-25.08	1307.0	60.0	13.9	0.002193726	14.8	1841.0	-257.25	10491.0	417.0	16.9	0.021425196	0.00100658	0.002352941	0.580848661	0.059473095	0.001274223	0	0.38704	0.66667	0.11111	NewtonLaws	0	1.256e-06	1.2697e-05	1.9e-08	0.001510574	0.015267176	-74.71904	77	54	966	358	16	2	0.5974	0.27641	11.49843
676	General_relativity	Taub–NUT_space	16.5	1466.0	4.92	8680.0	347.0	17.7	0.039711513	13.0	98.0	-400.26	359.0	7.0	17.4	0.00479419	0.00096549	0.00231515	0.083963243	0.695489173	0.003334307	0	0.53333	0.66667	0.4	NewtonLaws	0	2.2239e-05	7.19e-07	1.9e-08	0.026666667	0.000862441	107.95065	1824	495	33	42	5	2	0.00329	0.48196	8.86521
677	Mass	Classical_mechanics	14.4	1200.0	-62.98	8239.0	332.0	15.2	0.016587516	14.7	760.0	-92.55	4715.0	255.0	14.7	0.01248622	0.000997276	0.002310136	0.282338593	0.375077171	0.004683296	0	0.36164	0.71429	0.0	NewtonLaws	0	2.313e-05	1.1134e-05	1.9e-08	0.001722653	0.000829187	88.852	2063	349	835	326	52	2	0.05332	0.33964	8.22273
678	Newton's_law_of_universal_gravitation	Square_(algebra)	15.6	674.0	-156.1	4714.0	135.0	18.4	0.075027905	13.8	244.0	15.61	1776.0	82.0	13.6	0.01264892	0.001004754	0.002337131	0.167710812	0.994787775	0.012582991	0	0.02564	0.23077	0.0	NewtonLaws	0	5.169e-06	3.826e-06	1e-08	0.002506266	0.001855288	16.4794	363	176	214	185	4	1	0.02479	0.37	9.08216
679	Newton's_law_of_universal_gravitation	Planet	15.6	674.0	-156.1	4714.0	135.0	18.4	0.075027905	13.9	1344.0	46.51	8444.0	337.0	15.6	0.000994419	0.000833211	0.002331682	0.012736384	0.960947356	0.000955584	0	0.16787	0.42857	0.0	NewtonLaws	0	5.169e-06	3.4341e-05	1e-08	0.000279252	0.001855288	-88.5582	363	176	2990	591	11	1	0.14325	0.42812	7.80822
680	Euler's_laws_of_motion	Isaac_Newton	14.2	176.0	-381.04	1166.0	28.0	20.7	0.074752599	14.3	1327.0	45.8	8457.0	320.0	15.7	0.002143569	0.00099995	0.002327611	0.027869227	0.971882465	0.002083297	0	0.09867	0.66667	0.0	NewtonLaws	0	9.49e-07	2.9057e-05	1e-08	0.000330033	0.01010101	-164.78084	40	59	2303	727	4	1	0.2	0.48524	8.6663
681	Frame_of_reference	Standard_Model	15.1	506.0	-140.54	4155.0	156.0	16.1	0.074748393	14.2	843.0	-178.07	4192.0	239.0	16.3	0.047266485	0.001003893	0.002313142	0.625280405	0.988833963	0.046738706	0	0.27171	0.66667	0.0	NewtonLaws	0	4.507e-06	8.305e-06	1e-08	0.001154734	0.00212766	-3.4333	304	166	582	284	9	1	0.05592	0.36647	8.81219
682	Frame_of_reference	Representation_theory_of_the_Galilean_group	15.1	506.0	-140.54	4155.0	156.0	16.1	0.074748393	13.8	317.0	-389.87	1460.0	65.0	15.7	0.075401182	0.001022852	0.002323218	0.999580105	0.990926199	0.074717007	0	0.3485	0.6	0.14286	NewtonLaws	0	4.507e-06	7.48e-07	1e-08	0.012820513	0.00212766	36.23077	304	166	12	66	6	1	0.00329	0.44409	10.32464
683	Special_relativity	Einstein_notation	14.8	1841.0	-257.25	10491.0	417.0	16.9	0.021425196	14.4	279.0	-401.99	1826.0	64.0	17.8	0.007485098	0.00100658	0.002354673	0.196788045	0.563282206	0.004216222	1	0.31786	1.0	0.0	NewtonLaws	0	1.2697e-05	2.608e-06	1e-08	0.003676471	0.000755287	67.5639	966	358	171	101	14	1	0.03106	0.33983	9.73069
684	Newton's_law_of_universal_gravitation	Hypotheses_non_fingo	15.6	674.0	-156.1	4714.0	135.0	18.4	0.075027905	17.0	23.0	39.4	221.0	7.0	19.0	0.014440886	0.001004754	0.002311471	0.183606658	0.953931984	0.013775623	1	0.23426	1.0	0.0	NewtonLaws	0	5.169e-06	6.04e-07	1e-08	0.015873016	0.001855288	36.78958	363	176	17	46	8	1	0.00826	0.38289	11.15121
685	Isaac_Newton	Charles_Montagu,_1st_Earl_of_Halifax	14.3	1327.0	45.8	8457.0	320.0	15.7	0.002143569	12.0	214.0	58.11	1153.0	56.0	12.7	0.074749924	0.001018203	0.002327611	0.971760999	0.027866741	0.002083037	3	0.12793	1.0	0.0	NewtonLaws	0	2.9057e-05	3.673e-06	1.9e-08	0.005221932	0.000660066	164.85988	2303	727	132	251	30	2	0.00564	0.4942	7.64428
686	Speed_of_light	International_System_of_Units	14.4	950.0	46.61	8097.0	285.0	14.7	0.074762193	14.3	735.0	45.8	5561.0	204.0	15.3	0.075173902	0.000992392	0.002321532	0.999598651	0.994124091	0.074732187	0	0.22606	0.55556	0.0	NewtonLaws	0	1.729e-05	1.7578e-05	1e-08	0.000545554	0.000554631	-193.028	1336	467	1328	505	31	1	0.10329	0.27797	8.50731
687	Newton's_law_of_universal_gravitation	Integral	15.6	674.0	-156.1	4714.0	135.0	18.4	0.075027905	14.5	1601.0	-213.43	9662.0	391.0	15.5	0.01067546	0.001004754	0.002312807	0.138324997	0.972158107	0.010378235	0	0.12121	0.33333	0.0	NewtonLaws	0	5.169e-06	1.2965e-05	1e-08	0.000739645	0.001855288	-67.6772	363	176	976	376	5	1	0.04408	0.43437	7.72297
688	Isaac_Newton	Earth	14.3	1327.0	45.8	8457.0	320.0	15.7	0.002143569	12.7	1354.0	53.51	8268.0	380.0	12.4	0.004356823	0.001024949	0.002327611	0.15267538	0.075116716	0.00032727	0	0.09702	0.5	0.0	NewtonLaws	0	2.9057e-05	9.5542e-05	0.0	0.0	0.0	-335.908	2303	727	9192	771	12	0	0.05384	0.56533	4.77627
689	Quantum_mechanics	Princeton_University_Press	15.9	1533.0	-60.44	9009.0	418.0	16.7	0.008609931	14.3	209.0	42.31	719.0	26.0	16.7	0.050871452	0.000957496	0.002306805	0.753540687	0.12753584	0.006487933	0	0.06512	0.25	0.0	NewtonLaws	0	3.2337e-05	2.5998e-05	1e-08	0.000368868	0.00029656	112.81	2887	485	2567	144	4	1	0.01386	0.56994	4.65824
690	Newton's_laws_of_motion	Classical_electromagnetism	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	14.8	317.0	-429.4	1783.0	64.0	18.7	0.010407941	0.001005691	0.002345697	0.139101868	0.999067565	0.010398236	0	0.31528	0.66667	0.0	NewtonLaws	0	9.331e-06	3.893e-06	1e-08	0.002463054	0.001027749	53.664	746	227	286	120	7	1	0.03619	0.34207	9.20952
691	Force	Torque	15.0	1324.0	-166.02	10077.0	379.0	17.3	0.013438585	13.4	575.0	-369.97	4188.0	140.0	17.4	0.000747982	0.000990933	0.002309802	0.035392588	0.635879368	0.000475626	2	0.3869	1.0	0.0	NewtonLaws	0	2.4022e-05	1.4596e-05	1.9e-08	0.00131406	0.000798403	32.8493	2053	452	1325	197	34	2	0.05455	0.35604	7.58959
692	Net_force	Antiparallel_(mathematics)	13.2	294.0	-268.45	2205.0	79.0	16.1	0.019213947	13.6	56.0	-386.18	329.0	14.0	20.2	0.006248834	0.001012321	0.002309136	0.091583064	0.281600067	0.001759672	0	0.22727	0.45455	0.0	NewtonLaws	0	9.4e-07	4.7e-07	0.0	0.0	0.0	5.07773	29	69	13	36	1	0	0.0	0.0	0.0
693	Isaac_Newton	Schrödinger–Newton_equation	14.3	1327.0	45.8	8457.0	320.0	15.7	0.002143569	14.7	486.0	-572.81	2594.0	89.0	19.4	0.012567495	0.001024949	0.00231582	0.765596416	0.130583601	0.001641109	0	0.07806	0.6	0.0	NewtonLaws	0	2.9057e-05	1.084e-06	0.0	0.0	0.0	168.1232	2303	727	53	60	2	0	0.00087	0.61896	6.26031
694	Frame_of_reference	International_Celestial_Reference_Frame	15.1	506.0	-140.54	4155.0	156.0	16.1	0.074748393	15.1	61.0	36.49	339.0	18.0	14.2	0.040226944	0.001022852	0.002323218	0.534865357	0.993869323	0.039980326	0	0.4576	0.66667	0.14286	NewtonLaws	0	4.507e-06	6.62e-07	1.9e-08	0.028985507	0.004255319	29.83676	304	166	24	45	3	2	0.01645	0.33723	11.64657
695	Inertial_frame_of_reference	Andromeda–Milky_Way_collision	16.3	723.0	-32.49	5262.0	197.0	17.1	0.074765325	13.3	167.0	57.81	1142.0	42.0	13.5	0.031036773	0.00101621	0.002310136	0.414773678	0.999159564	0.031010689	0	0.20265	0.5	0.0	NewtonLaws	0	4.785e-06	1.4e-06	1e-08	0.006849315	0.002004008	28.98571	321	178	52	94	5	1	0.00312	0.50595	8.13066
696	Inertial_frame_of_reference	Lorentz_factor	16.3	723.0	-32.49	5262.0	197.0	17.1	0.074765325	14.3	278.0	-564.15	1340.0	42.0	18.7	0.02956474	0.000991128	0.002378828	0.389160794	0.984136287	0.029095733	0	0.3724	0.66667	0.14286	NewtonLaws	0	4.785e-06	2.071e-06	1.9e-08	0.009259259	0.004008016	18.3494	321	178	122	94	10	2	0.09034	0.22779	11.75835
697	Classical_mechanics	Gas	14.7	760.0	-92.55	4715.0	255.0	14.7	0.01248622	14.0	700.0	9.79	4827.0	248.0	13.5	0.008435554	0.000997276	0.002302158	0.170808444	0.252828904	0.002132752	0	0.25	0.5	0.0	NewtonLaws	0	1.1134e-05	1.8767e-05	1e-08	0.000510986	0.000861326	-49.383	835	326	1661	296	21	1	0.02275	0.51799	6.00199
698	Inertial_frame_of_reference	Velocity	16.3	723.0	-32.49	5262.0	197.0	17.1	0.074765325	15.1	387.0	-293.43	2448.0	85.0	18.3	0.00615514	0.001002396	0.002311805	0.082268724	0.999302669	0.006150848	0	0.22545	0.66667	0.0	NewtonLaws	1	4.785e-06	9.877e-06	1e-08	0.000970874	0.002004008	-62.4048	321	178	854	176	15	1	0.1433	0.30471	9.61657
699	Newton's_laws_of_motion	Plasticity_(physics)	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	14.2	294.0	-22.94	1715.0	94.0	14.7	0.010837182	0.001005691	0.002316826	0.144955263	0.999871863	0.010835793	0	0.10111	0.66667	0.0	NewtonLaws	0	9.331e-06	3.673e-06	1e-08	0.002610966	0.001027749	51.621	746	227	270	113	3	1	0.01609	0.42314	8.12265
700	Newton's_laws_of_motion	Thrust	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	12.6	178.0	-124.84	1256.0	43.0	16.0	0.001124644	0.001005691	0.002344666	0.015130463	1.005689631	0.001131043	0	0.24784	0.55556	0.0	NewtonLaws	0	9.331e-06	4.709e-06	1e-08	0.00203666	0.001027749	50.2876	746	227	396	95	8	1	0.0496	0.32034	9.1946
701	Force	Circular_symmetry	15.0	1324.0	-166.02	10077.0	379.0	17.3	0.013438585	15.7	97.0	31.38	398.0	26.0	14.5	0.010102723	0.001015706	0.002309802	0.221120595	0.294133359	0.002971548	0	0.31143	0.71429	0.0	NewtonLaws	0	2.4022e-05	1.256e-06	1e-08	0.007633588	0.000399202	120.84279	2053	452	56	75	6	1	0.00146	0.57605	6.93162
702	Classical_mechanics	Complex_number	14.7	760.0	-92.55	4715.0	255.0	14.7	0.01248622	13.6	2091.0	-442.86	10461.0	400.0	16.8	0.049401091	0.0010216	0.002312139	0.888497112	0.224569337	0.01109397	0	0.30303	0.33333	0.27273	NewtonLaws	0	1.1134e-05	1.8949e-05	1e-08	0.000506073	0.000861326	-71.182	835	326	1559	417	12	1	0.06108	0.39624	7.51792
703	Philosophiæ_Naturalis_Principia_Mathematica	University_of_Wisconsin–Madison	15.3	1187.0	43.26	8101.0	271.0	17.3	0.000632914	13.8	1337.0	44.14	7063.0	348.0	14.1	0.075570392	0.001009355	0.002293578	0.987134897	0.008267409	0.000624771	0	0.08302	0.33333	0.0	NewtonLaws	0	5.821e-06	9.1505e-05	0.0	0.0	0.0	-116.4026	345	262	9081	461	4	0	0.01159	0.81216	2.57844
704	Velocity	Polar_coordinate_system	15.1	387.0	-293.43	2448.0	85.0	18.3	0.00615514	14.3	983.0	-736.7	5613.0	165.0	20.0	0.040493438	0.001002396	0.002311805	0.82035387	0.124696575	0.005049393	0	0.0	0.0	0.0	NewtonLaws	0	9.877e-06	6.07e-06	1e-08	0.001579779	0.000970874	55.0676	854	176	391	242	5	1	0.01639	0.43781	7.61577
705	Classical_mechanics	0_(number)	14.7	760.0	-92.55	4715.0	255.0	14.7	0.01248622	13.2	648.0	50.67	4632.0	217.0	12.1	0.058836523	0.000997276	0.002312139	0.94385204	0.200303202	0.011785144	0	0.22351	0.55556	0.0	NewtonLaws	0	1.1134e-05	1.0203e-05	1e-08	0.00093985	0.000861326	35.9909	835	326	679	385	6	1	0.00958	0.52592	6.04463
706	Gravity	Irwin_I._Shapiro	15.1	613.0	24.37	3881.0	165.0	15.4	0.000436618	14.7	76.0	43.93	305.0	13.0	15.8	0.053229566	0.000981475	0.002313476	0.86018649	0.00705572	0.000375573	0	0.08276	0.5	0.0	NewtonLaws	0	2.5365e-05	2.11e-06	1.9e-08	0.009090909	0.000756144	189.34517	2305	340	49	171	4	2	0.00217	0.53489	7.6942
707	Newton's_laws_of_motion	Motion_(physics)	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	13.9	272.0	51.28	2104.0	97.0	13.6	0.014416679	0.001005691	0.002320186	0.192952958	1.000490367	0.014423749	2	0.27057	1.0	0.0	NewtonLaws	0	9.331e-06	6.061e-06	1.9e-08	0.003164557	0.002055498	34.1064	746	227	391	241	25	2	0.04826	0.32282	9.1734
708	Momentum	Stress–energy_tensor	13.9	1159.0	-399.04	7127.0	297.0	15.5	0.005051784	15.5	631.0	-891.72	2880.0	82.0	23.2	0.020049121	0.001019723	0.002321869	0.803022139	0.202337753	0.004056694	0	0.35516	0.71429	0.0	NewtonLaws	0	1.1604e-05	3.011e-06	1e-08	0.003184713	0.000826446	76.4813	922	288	189	125	21	1	0.04121	0.31522	9.99459
709	Velocity	Absolute_value	15.1	387.0	-293.43	2448.0	85.0	18.3	0.00615514	13.9	666.0	-461.81	3306.0	112.0	18.5	0.038015458	0.001002396	0.002309802	0.833086575	0.134886302	0.005127765	0	0.1638	0.45455	0.0	NewtonLaws	0	9.877e-06	5.744e-06	1e-08	0.001669449	0.000970874	29.9019	854	176	429	170	4	1	0.00585	0.55292	5.99653
710	Newton's_laws_of_motion	Newton's_law_of_universal_gravitation	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	15.6	674.0	-156.1	4714.0	135.0	18.4	0.075027905	0.001004754	0.002423141	0.999610104	0.995943093	0.074723524	2	0.18312	1.0	0.0	NewtonLaws	0	9.331e-06	5.169e-06	1.9e-08	0.003710575	0.002055498	44.1651	746	227	363	176	23	2	0.12466	0.22	10.64983
711	Momentum	Werner_Heisenberg	13.9	1159.0	-399.04	7127.0	297.0	15.5	0.005051784	14.2	1653.0	49.65	7501.0	375.0	15.7	0.002041322	0.001006555	0.002323555	0.080634103	0.199550096	0.000407346	0	0.09062	0.5	0.0	NewtonLaws	0	1.1604e-05	1.2965e-05	1e-08	0.000739645	0.000826446	57.2329	922	288	710	642	7	1	0.04338	0.35683	8.15916
712	Mass	Square_(algebra)	14.4	1200.0	-62.98	8239.0	332.0	15.2	0.016587516	13.8	244.0	15.61	1776.0	82.0	13.6	0.01264892	0.001005839	0.002310136	0.273371446	0.35849332	0.004534553	0	0.09471	0.28571	0.0	NewtonLaws	0	2.313e-05	3.826e-06	1e-08	0.002506266	0.000414594	165.5196	2063	349	214	185	9	1	0.00776	0.4863	7.40554
713	Newton's_laws_of_motion	Action_at_a_distance	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	16.7	228.0	30.5	1559.0	64.0	17.1	0.077243944	0.001000952	0.002423141	0.968710927	0.937468029	0.072413728	0	0.33898	0.71429	0.0	NewtonLaws	0	9.331e-06	1.774e-06	1e-08	0.005405405	0.001027749	73.31782	746	227	95	90	15	1	0.01743	0.37482	9.74508
714	Speed_of_light	Louis_Essen	14.4	950.0	46.61	8097.0	285.0	14.7	0.074762193	14.3	131.0	49.96	788.0	32.0	14.5	0.002974215	0.000955274	0.002313476	0.038071932	0.957005934	0.002846341	0	0.08217	0.33333	0.0	NewtonLaws	0	1.729e-05	1.765e-06	1.9e-08	0.010869565	0.001109262	114.08982	1336	467	44	140	14	2	0.0015	0.56196	7.3144
715	Speed_of_light	Barycentric_Dynamical_Time	14.4	950.0	46.61	8097.0	285.0	14.7	0.074762193	15.8	229.0	43.66	1238.0	39.0	16.7	0.044089891	0.000977174	0.00231448	0.588591021	0.99805997	0.044004356	1	0.50029	1.0	0.33333	NewtonLaws	0	1.729e-05	6.81e-07	1e-08	0.014084507	0.000554631	117.04652	1336	467	22	49	6	1	0.00299	0.47371	9.3144
716	Galilean_invariance	Lorentz_transformation	14.8	200.0	-25.08	1307.0	60.0	13.9	0.002193726	14.8	2375.0	-692.77	11546.0	353.0	19.2	0.01177656	0.001001735	0.002352941	0.555075206	0.103398859	0.001217683	0	0.30357	0.66667	0.0	NewtonLaws	0	1.256e-06	5.907e-06	1.9e-08	0.003246753	0.015267176	-11.48474	77	54	330	286	12	2	0.28571	0.24586	11.98385
717	Mass	Moon	14.4	1200.0	-62.98	8239.0	332.0	15.2	0.016587516	12.8	1627.0	40.08	10199.0	407.0	13.1	0.001096973	0.001005839	0.002310136	0.031139097	0.470859436	0.00051652	0	0.03939	0.27273	0.0	NewtonLaws	0	2.313e-05	7.0638e-05	1e-08	0.000135759	0.000414594	-81.326	2063	349	6647	719	16	1	0.04314	0.55824	4.92425
718	Newton's_laws_of_motion	Fermion	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	13.7	129.0	43.32	856.0	44.0	14.6	0.000959411	0.000986668	0.002397722	0.012862862	1.002212207	0.000961533	1	0.25724	1.0	0.0	NewtonLaws	0	9.331e-06	5.994e-06	1e-08	0.0016	0.001027749	46.9661	746	227	446	179	12	1	0.01609	0.44608	7.39856
719	Velocity	Four-velocity	15.1	387.0	-293.43	2448.0	85.0	18.3	0.00615514	14.4	325.0	-858.79	1611.0	49.0	23.4	0.033211098	0.001002396	0.002308469	1.000408913	0.18540962	0.006157657	0	0.22857	0.66667	0.0	NewtonLaws	0	9.877e-06	1.275e-06	1.9e-08	0.015037594	0.001941748	86.83376	854	176	67	66	7	2	0.01054	0.40818	9.52327
720	Newton's_laws_of_motion	Spin_(physics)	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	13.5	1874.0	-1812.27	8872.0	329.0	20.7	0.011295876	0.001005691	0.002343292	0.150948933	0.998934109	0.011283836	0	0.29486	0.71429	0.0	NewtonLaws	0	9.331e-06	9.628e-06	1e-08	0.000996016	0.001027749	22.1664	746	227	716	288	20	1	0.02815	0.40641	7.523
721	Frame_of_reference	Generalized_coordinates	15.1	506.0	-140.54	4155.0	156.0	16.1	0.074748393	13.8	845.0	-762.38	4551.0	126.0	20.3	0.012254537	0.001022852	0.002323218	0.163593697	0.997864366	0.012228366	0	0.31333	0.6	0.0	NewtonLaws	0	4.507e-06	1.975e-06	1.9e-08	0.009708738	0.004255319	26.448	304	166	102	104	11	2	0.03618	0.30923	10.69661
722	Force	Gravitational_acceleration	15.0	1324.0	-166.02	10077.0	379.0	17.3	0.013438585	13.7	208.0	-128.63	1517.0	46.0	15.1	0.004420953	0.001013823	0.002309802	0.138479179	0.420941887	0.001860964	0	0.39344	0.71429	0.0	NewtonLaws	0	2.4022e-05	2.196e-06	1e-08	0.004366812	0.000399202	111.447	2053	452	125	104	18	1	0.00828	0.45525	8.27569
723	Philosophiæ_Naturalis_Principia_Mathematica	Richard_S._Westfall	15.3	1187.0	43.26	8101.0	271.0	17.3	0.000632914	14.4	120.0	50.36	525.0	21.0	14.1	0.044684089	0.0010145	0.002303484	0.756759789	0.010718889	0.000478964	0	0.07403	0.42857	0.0	NewtonLaws	0	5.821e-06	1.026e-06	1e-08	0.009345794	0.001647446	27.64248	345	262	29	78	2	1	0.0058	0.42952	9.8691
724	Special_relativity	Four-momentum	14.8	1841.0	-257.25	10491.0	417.0	16.9	0.021425196	14.9	413.0	-700.52	2111.0	89.0	19.6	0.032685733	0.000589217	0.00231582	0.643154801	0.421582039	0.013779718	0	0.58571	0.71429	0.4	NewtonLaws	0	1.2697e-05	1.918e-06	1.9e-08	0.01	0.001510574	73.6391	966	358	108	92	22	2	0.05383	0.27368	11.1872
725	Galilean_invariance	Maxwell's_equations	14.8	200.0	-25.08	1307.0	60.0	13.9	0.002193726	15.1	1260.0	-207.81	6429.0	240.0	18.3	0.011526549	0.001025667	0.002352941	0.615682029	0.117176238	0.001350638	0	0.26317	0.66667	0.0	NewtonLaws	0	1.256e-06	8.928e-06	1e-08	0.001074114	0.007633588	-58.83274	77	54	634	297	7	1	0.31169	0.29724	11.16737
726	Philosophiæ_Naturalis_Principia_Mathematica	Aether_(classical_element)	15.3	1187.0	43.26	8101.0	271.0	17.3	0.000632914	15.1	186.0	40.38	1594.0	71.0	15.2	0.021353579	0.001036322	0.002317161	0.557737138	0.016531167	0.000353	0	0.14445	0.5	0.0	NewtonLaws	0	5.821e-06	3.193e-06	1.9e-08	0.006006006	0.003294893	14.9677	345	262	224	109	5	2	0.02319	0.37842	8.91972
727	Frame_of_reference	Vacuum	15.1	506.0	-140.54	4155.0	156.0	16.1	0.074748393	15.0	896.0	33.44	6067.0	285.0	14.4	0.004114717	0.001001319	0.002323218	0.054694912	0.993593591	0.004088357	0	0.2981	0.66667	0.0	NewtonLaws	0	4.507e-06	1.5123e-05	1e-08	0.000634115	0.00212766	-69.4146	304	166	1170	407	9	1	0.03947	0.47502	7.30227
728	Newton's_laws_of_motion	Center_of_mass	14.2	507.0	-21.89	3934.0	153.0	15.4	0.07475267	14.1	805.0	-202.19	4479.0	131.0	17.6	0.074819948	0.001001735	0.002314145	0.999685044	0.998786125	0.074729126	1	0.27934	1.0	0.0	NewtonLaws	0	9.331e-06	1.1287e-05	1e-08	0.000849618	0.001027749	-1.2065	746	227	1015	162	11	1	0.08043	0.32347	8.53413
