id	ConceptA	ConceptB_Pre	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil	domain	prerequisite	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi
661	Data_structure	Social_network_analysis	14.2	201.0	41.5	1101.0	49.0	15.8	0.141839008	16.3	511.0	23.05	2953.0	125.0	17.7	0.159098659	0.000999359	0.002291279	1.665055331	1.484423547	0.236169796	0	0.23009	0.4	0.0	Computer Science	0	7.269e-06	4.124e-06	0.0	0.0	0.0	56.60221	599	159	225	205	3	0	0.00334	0.57352	6.11734
662	Object-oriented_design	Broadband_networks	14.6	145.0	34.36	1258.0	60.0	14.5	0.056040229	15.8	175.0	24.58	1016.0	48.0	18.4	0.016252388	0.001022887	0.002301827	0.753682523	2.598789921	0.042236541	0	0.33333	0.33333	0.33333	Computer Science	0	1.16e-06	8.53e-07	0.0	0.0	0.0	2.32848	57	64	49	40	0	0	0.0	0.0	0.0
663	Algorithm	Information_management	15.1	1354.0	41.4	9529.0	443.0	14.8	0.018735488	19.6	424.0	13.11	2898.0	88.0	22.7	0.096355928	0.000996499	0.002294894	3.781345754	0.735246485	0.070845357	0	0.15035	0.42857	0.0	Computer Science	0	3.7994e-05	4.066e-06	0.0	0.0	0.0	188.8363	3540	422	265	159	5	0	0.00141	0.6711	4.64008
664	Information_retrieval	Distributed_computing	13.9	498.0	38.21	2334.0	128.0	15.2	0.074400964	15.3	549.0	35.57	3775.0	192.0	15.4	0.03413999	0.001028886	0.002304811	1.017743835	2.217959719	0.075721123	0	0.22222	0.33333	0.0	Computer Science	0	6.339e-06	1.1623e-05	0.0	0.0	0.0	-23.702	467	194	1012	200	6	0	0.0364	0.4436	7.39472
665	Computational_geometry	Object-oriented_programming	16.9	265.0	30.09	1602.0	63.0	18.5	0.020679289	14.4	978.0	42.72	5883.0	321.0	15.9	0.023412961	0.0010427	0.002309802	1.065508508	0.941100905	0.022033959	0	0.26667	0.4	0.0	Computer Science	0	4.363e-06	1.9045e-05	0.0	0.0	0.0	-69.2779	309	146	1644	342	4	0	0.01618	0.60212	5.525
666	Computational_linguistics	Graphical_model	16.7	466.0	29.59	3580.0	143.0	18.6	0.014287788	13.9	195.0	-73.4	883.0	70.0	16.9	0.086475609	0.001004344	0.002308136	4.267177398	0.705037252	0.060968526	0	0.27302	0.42857	0.14286	Computer Science	0	5.131e-06	1.774e-06	0.0	0.0	0.0	15.96049	336	199	95	90	3	0	0.00298	0.53839	7.19536
667	Microarchitecture	Computer_graphics	15.1	404.0	41.5	3037.0	162.0	15.9	8.5173e-05	15.0	1181.0	40.08	7547.0	332.0	15.9	0.020566722	0.000904533	0.002312139	9.999999999	0.326896525	0.00672319	0	0.36111	0.55556	0.0	Computer Science	0	3.481e-06	1.7472e-05	0.0	0.0	0.0	-62.1233	228	135	1382	440	5	0	0.00877	0.65848	4.8921
668	Distributed_object	Wireless_network	15.9	80.0	33.24	548.0	26.0	17.1	0.036162794	12.9	536.0	45.46	2675.0	164.0	14.5	0.027026402	0.000952882	0.002301165	0.916870775	1.226822931	0.033156609	0	0.5	0.5	0.5	Computer Science	0	6.33e-07	5.907e-06	0.0	0.0	0.0	-32.32423	21	45	482	134	1	0	0.0	0.0	0.0
669	Information_security	Parallel_computing	16.5	1360.0	24.88	9112.0	418.0	17.3	0.077544996	16.1	1033.0	16.93	6453.0	307.0	16.4	0.025860075	0.001000744	0.002310469	0.772365865	2.316045408	0.059893108	0	0.23129	0.42857	0.0	Computer Science	0	9.484e-06	1.169e-05	0.0	0.0	0.0	-13.3988	676	313	861	358	7	0	0.00444	0.64005	4.59174
670	Robotics	Mobile_application_development	13.7	1078.0	43.32	7663.0	392.0	14.2	0.000907763	14.8	237.0	34.05	1199.0	56.0	16.3	0.105312326	0.000925236	0.002295882	9.999999999	0.609490458	0.064186858	0	0.16667	0.33333	0.0	Computer Science	0	1.8767e-05	4.795e-06	0.0	0.0	0.0	53.91168	1599	358	258	242	2	0	0.00125	0.68166	4.50335
671	Knowledge_management	Wireless_network	16.6	353.0	16.83	2071.0	98.0	18.9	0.066232859	12.9	536.0	45.46	2675.0	164.0	14.5	0.027026402	0.00098466	0.002292264	0.897711468	2.199996789	0.059457997	0	0.15556	0.4	0.0	Computer Science	0	6.588e-06	5.907e-06	0.0	0.0	0.0	-7.1023	493	194	482	134	2	0	0.00609	0.55573	5.88416
672	Parallel_computing	Information_management	16.1	1033.0	16.93	6453.0	307.0	16.4	0.025860075	19.6	424.0	13.11	2898.0	88.0	22.7	0.096355928	0.001000744	0.002294894	2.910190394	0.781039041	0.075257742	0	0.21323	0.42857	0.0	Computer Science	0	1.169e-05	4.066e-06	0.0	0.0	0.0	32.6536	861	358	265	159	3	0	0.00348	0.57876	5.94278
673	Test_automation	Cryptography	15.7	304.0	31.21	2057.0	88.0	16.8	0.04870654	15.9	1032.0	32.53	6856.0	279.0	16.7	0.000384568	0.001018304	0.00229852	0.447446228	9.999999999	0.021793558	0	0.25149	0.42857	0.0	Computer Science	0	3.874e-06	2.4051e-05	0.0	0.0	0.0	-123.08209	284	120	2084	424	4	0	0.0	0.0	0.0
674	Information_security	Mobile_application_development	16.5	1360.0	24.88	9112.0	418.0	17.3	0.077544996	14.8	237.0	34.05	1199.0	56.0	16.3	0.105312326	0.000976638	0.002295882	1.677249	1.235014665	0.130062267	0	0.11429	0.33333	0.0	Computer Science	0	9.484e-06	4.795e-06	0.0	0.0	0.0	27.47918	676	313	258	242	3	0	0.00148	0.66455	4.74542
675	Information_management	Software_metric	19.6	424.0	13.11	2898.0	88.0	22.7	0.096355928	20.5	100.0	9.15	515.0	13.0	26.2	0.027301456	0.00100903	0.002294894	0.791849794	2.794701598	0.076299422	0	0.2847	0.55556	0.0	Computer Science	0	4.066e-06	1.745e-06	0.0	0.0	0.0	7.99142	265	159	104	78	1	0	0.00377	0.52079	7.40724
676	Computer_graphics	System_programming	15.0	1181.0	40.08	7547.0	332.0	15.9	0.020566722	15.9	98.0	31.01	605.0	26.0	18.4	0.084701892	0.001059596	0.002310136	3.052847401	0.741271102	0.062787065	0	0.40278	0.55556	0.25	Computer Science	0	1.7472e-05	1.314e-06	0.0	0.0	0.0	71.58109	1382	440	59	78	6	0	0.0	0.0	0.0
677	Programming_language	Software_development	14.9	689.0	41.8	6037.0	277.0	15.7	0.022707727	16.4	518.0	24.68	3308.0	177.0	17.9	0.085776608	0.00095783	0.002293578	3.010920661	0.797084035	0.068371165	0	0.23571	0.42857	0.0	Computer Science	0	2.805e-05	1.2668e-05	1e-08	0.000757002	0.00034188	111.6795	2530	395	1103	218	31	1	0.02213	0.45622	6.55275
678	Data-intensive_computing	Theory_of_computation	18.5	370.0	19.5	2446.0	93.0	20.8	0.120693962	14.4	301.0	19.77	1836.0	106.0	14.3	0.610915933	0.00104172	0.002302158	5.425532708	1.07188077	0.654829041	0	0.33333	0.33333	0.33333	Computer Science	0	1.17e-06	2.714e-06	0.0	0.0	0.0	-10.96446	50	72	159	124	2	0	0.0	0.0	0.0
679	Algebraic_number_theory	Abstract_algebra	13.3	917.0	-41.39	5127.0	247.0	12.7	0.102962874	16.5	330.0	38.05	1972.0	76.0	17.3	0.042173326	0.001019654	0.002326596	0.848391288	2.071280921	0.087352806	0	0.66667	0.66667	0.66667	Math	1	4.104e-06	7.835e-06	1e-08	0.00122399	0.002336449	-47.5236	259	169	644	173	25	1	0.139	0.29426	9.97973
680	Analytical_mechanics	Ordinary_differential_equation	16.4	922.0	-639.54	4781.0	125.0	23.9	0.018494006	15.4	905.0	-451.53	4092.0	146.0	19.1	0.037775049	0.000996791	0.002328628	1.460057151	0.714818538	0.027002305	0	0.31667	0.4	0.2	Math	1	2.244e-06	6.866e-06	1.9e-08	0.002793296	0.008547009	-32.90328	67	167	526	190	8	2	0.1194	0.37529	10.05252
681	Mathematical_model	Fourier_series	15.0	610.0	-26.09	4060.0	189.0	15.3	0.090381959	13.8	1880.0	-1110.05	8006.0	211.0	21.8	0.036705715	0.001031498	0.00230614	0.885727236	2.180961827	0.080053762	0	0.14241	0.33333	0.0	Math	1	9.379e-06	6.31e-06	0.0	0.0	0.0	26.6737	741	237	441	217	6	0	0.01484	0.45419	7.299
682	Linear_programming	Multivariable_calculus	14.1	1159.0	-210.38	6162.0	319.0	15.9	0.037102101	16.7	188.0	-282.94	1040.0	40.0	19.5	0.002961101	0.001052199	0.002314145	0.445484314	5.58184318	0.016528404	0	0.32698	0.42857	0.11111	Math	1	7.173e-06	1.985e-06	0.0	0.0	0.0	13.9004	477	271	105	102	5	0	0.0021	0.57616	6.54544
683	Numerical_analysis	Matrix_(mathematics)	14.5	561.0	-183.08	3038.0	159.0	15.7	0.125446738	14.9	2075.0	-163.08	10764.0	402.0	16.4	0.024903086	0.001010356	0.002303152	0.79737174	4.016678199	0.100027684	0	0.20635	0.33333	0.14286	Math	1	1.1834e-05	1.7309e-05	1e-08	0.000554017	0.000810373	-47.6145	979	255	1331	474	25	1	0.06844	0.35281	7.91016
684	Vector_calculus	Calculus	17.3	386.0	-43.89	2065.0	75.0	20.9	0.018044227	14.9	788.0	-69.0	5730.0	240.0	14.7	0.001843543	0.001068159	0.002334403	0.353206079	3.457109841	0.006373331	0	0.42857	0.42857	0.42857	Math	1	3.548e-06	1.2716e-05	0.0	0.0	0.0	-75.8713	191	179	1004	322	13	0	0.13613	0.36153	9.309
685	Mathematical_statistics	Probability_theory	17.7	221.0	15.0	1515.0	69.0	18.7	0.027781201	13.8	578.0	-229.03	3120.0	152.0	16.8	0.049822418	0.001040794	0.002313476	1.475975524	0.823010475	0.041004372	0	0.46429	0.5	0.42857	Math	1	2.963e-06	1.3301e-05	1e-08	0.000720981	0.003236246	-78.08823	170	139	1201	186	32	1	0.27059	0.31912	10.04168
686	Fourier_series	Ordinary_differential_equation	13.8	1880.0	-1110.05	8006.0	211.0	21.8	0.036705715	15.4	905.0	-451.53	4092.0	146.0	19.1	0.037775049	0.001065909	0.002319513	1.03859748	1.009196902	0.038122463	0	0.19048	0.42857	0.0	Math	1	6.31e-06	6.866e-06	0.0	0.0	0.0	-1.0924	441	217	526	190	13	0	0.04989	0.34245	8.79341
687	Analytical_mechanics	Partial_differential_equation	16.4	922.0	-639.54	4781.0	125.0	23.9	0.018494006	15.4	789.0	-274.78	4054.0	147.0	18.5	0.045881052	0.000996791	0.002321195	1.708258283	0.688574847	0.031592539	0	0.39167	0.66667	0.25	Math	1	2.244e-06	1.3061e-05	0.0	0.0	0.0	-54.80328	67	167	1127	235	14	0	0.1194	0.44361	8.95317
688	Analytic_geometry	Algebra	13.4	738.0	-292.11	4132.0	152.0	17.8	0.014281097	15.2	622.0	26.1	4146.0	205.0	13.6	0.00424914	0.001035406	0.002326258	0.489816687	1.646243775	0.00699512	0	0.33333	0.33333	0.33333	Math	1	4.076e-06	1.847e-05	1e-08	0.000519211	0.002352941	-49.2485	251	174	1605	321	19	1	0.22709	0.33945	9.37052
689	Differentiable_manifold	Topological_space	14.7	1137.0	-43.72	6911.0	273.0	13.8	0.003349014	13.4	487.0	51.58	3235.0	170.0	12.1	0.034785078	0.00096803	0.002320186	4.399300762	0.423552927	0.014733322	0	0.42857	0.42857	0.42857	Math	1	6.895e-06	1.0213e-05	1e-08	0.000938967	0.001390821	-44.7968	466	253	869	196	17	1	0.17167	0.25887	9.85206
690	Fourier_analysis	Fourier_series	16.4	637.0	-262.73	3274.0	100.0	20.7	0.11885236	13.8	1880.0	-1110.05	8006.0	211.0	21.8	0.036705715	0.001071073	0.002309469	0.885409684	2.866938626	0.105233031	1	0.23129	1.0	0.0	Math	1	4.603e-06	6.31e-06	3.8e-08	0.006079027	0.008333333	-13.6181	275	205	441	217	39	4	0.13455	0.25438	10.47906
691	Finite_element_method	Complex_analysis	14.8	1224.0	-300.87	6254.0	219.0	19.1	0.082360292	14.8	364.0	-189.67	1898.0	77.0	18.5	0.136355395	0.001058174	0.002302821	1.967210447	1.18821867	0.162020026	0	0.3881	0.5	0.25	Math	1	8.87e-06	7.499e-06	0.0	0.0	0.0	-20.0323	692	233	621	161	6	0	0.00723	0.55227	5.76638
692	Real_analysis	Mathematical_analysis	13.5	993.0	-342.16	4909.0	211.0	17.7	0.133461469	15.6	504.0	-16.62	2710.0	147.0	16.5	0.122520061	0.001037213	0.002301827	1.516601556	1.652038622	0.202407872	0	0.6	0.6	0.6	Math	1	3.433e-06	1.1028e-05	1e-08	0.000869565	0.002793296	-49.4634	211	147	824	326	34	1	0.24645	0.27611	10.45037
693	Wavelet	Partial_differential_equation	14.5	1213.0	-251.53	5380.0	181.0	19.6	0.00124271	15.4	789.0	-274.78	4054.0	147.0	18.5	0.045881052	0.001056896	0.002321195	9.999999999	0.389988053	0.017893062	0	0.20554	0.45455	0.0	Math	1	4.651e-06	1.3061e-05	0.0	0.0	0.0	-47.2099	242	243	1127	235	5	0	0.08678	0.40355	8.49271
694	Ordinary_differential_equation	Fourier_series	15.4	905.0	-451.53	4092.0	146.0	19.1	0.037775049	13.8	1880.0	-1110.05	8006.0	211.0	21.8	0.036705715	0.001065909	0.002319513	1.009196693	1.038597265	0.038122455	0	0.19048	0.42857	0.0	Math	1	6.866e-06	6.31e-06	0.0	0.0	0.0	1.0924	526	190	441	217	13	0	0.04183	0.34245	8.79341
695	Ordinary_differential_equation	Calculus	15.4	905.0	-451.53	4092.0	146.0	19.1	0.037775049	14.9	788.0	-69.0	5730.0	240.0	14.7	0.001843543	0.001065909	0.002337131	0.382799545	7.843739702	0.014460272	0	0.46667	0.6	0.33333	Math	1	6.866e-06	1.2716e-05	0.0	0.0	0.0	-58.2486	526	190	1004	322	17	0	0.05703	0.38607	8.05396
696	Mathematical_analysis	Discrete_mathematics	15.6	504.0	-16.62	2710.0	147.0	16.5	0.122520061	15.8	537.0	9.79	2756.0	164.0	17.2	0.017135226	0.001011915	0.002306805	0.738238483	5.278542877	0.090449024	0	0.5	0.5	0.5	Math	1	1.1028e-05	5.84e-06	1.9e-08	0.003284072	0.00173913	51.259	824	326	295	314	29	2	0.0267	0.37462	8.72589
697	Ordinary_differential_equation	Vector_calculus	15.4	905.0	-451.53	4092.0	146.0	19.1	0.037775049	17.3	386.0	-43.89	2065.0	75.0	20.9	0.018044227	0.001065909	0.002334403	0.70123999	1.468024913	0.026489375	0	0.38095	0.42857	0.33333	Math	1	6.866e-06	3.548e-06	0.0	0.0	0.0	17.6227	526	190	191	179	10	0	0.01901	0.39211	8.86311
698	Topological_space	Topology	13.4	487.0	51.58	3235.0	170.0	12.1	0.034785078	15.3	552.0	42.92	3436.0	174.0	14.6	0.004321302	0.001070009	0.002320186	0.445532434	3.586391622	0.015497881	0	0.49048	0.6	0.33333	Math	1	1.0213e-05	1.6638e-05	1.9e-08	0.001152738	0.001877934	-17.8479	869	196	1475	260	32	2	0.30725	0.19895	9.92852
699	Wavelet	Real_analysis	14.5	1213.0	-251.53	5380.0	181.0	19.6	0.00124271	13.5	993.0	-342.16	4909.0	211.0	17.7	0.133461469	0.001056896	0.002301827	9.999999999	0.617553468	0.082419593	0	0.25397	0.42857	0.0	Math	1	4.651e-06	3.433e-06	0.0	0.0	0.0	-7.8117	242	243	211	147	3	0	0.00826	0.47926	7.51757
700	Von_Neumann_algebra	Functional_analysis	13.9	1063.0	25.59	5729.0	257.0	13.0	0.024000768	13.7	546.0	-80.95	2189.0	107.0	14.3	0.129275955	0.00103808	0.002301827	4.223383699	0.784093614	0.101364451	0	0.58333	0.66667	0.5	Math	1	3.059e-06	8.41e-06	0.0	0.0	0.0	-36.41841	184	135	696	181	17	0	0.14674	0.32035	9.94591
701	Linear_programming	Matrix_(mathematics)	14.1	1159.0	-210.38	6162.0	319.0	15.9	0.037102101	14.9	2075.0	-163.08	10764.0	402.0	16.4	0.024903086	0.001035615	0.002310469	0.864694854	1.288273903	0.032081996	0	0.19603	0.33333	0.11111	Math	1	7.173e-06	1.7309e-05	1e-08	0.000554017	0.001336898	-84.8186	477	271	1331	474	16	1	0.04403	0.45144	7.27371
702	Linear_programming	Vector_calculus	14.1	1159.0	-210.38	6162.0	319.0	15.9	0.037102101	17.3	386.0	-43.89	2065.0	75.0	20.9	0.018044227	0.001042965	0.002314145	0.738421251	1.518323824	0.02739698	0	0.22222	0.25	0.11111	Math	1	7.173e-06	3.548e-06	0.0	0.0	0.0	4.194	477	271	191	179	3	0	0.0	0.0	0.0
703	Differential_equation	Calculus	15.5	635.0	-204.46	3293.0	158.0	18.6	0.034254072	14.9	788.0	-69.0	5730.0	240.0	14.7	0.001843543	0.001068159	0.002309469	0.388339174	7.215561405	0.013302198	0	0.42857	0.42857	0.42857	Math	1	1.2505e-05	1.2716e-05	1.9e-08	0.001508296	0.001533742	-8.8097	1052	252	1004	322	18	2	0.09316	0.281	8.76178
704	Numerical_linear_algebra	Matrix_(mathematics)	17.2	76.0	10.7	255.0	15.0	19.0	0.046038293	14.9	2075.0	-163.08	10764.0	402.0	16.4	0.024903086	0.001060874	0.002310469	0.857534925	1.585323337	0.039479444	0	0.66667	0.66667	0.66667	Math	1	1.333e-06	1.7309e-05	1.9e-08	0.001108033	0.014388489	-101.70649	80	59	1331	474	9	2	0.25	0.38245	9.77924
705	Partial_differential_equation	Calculus	15.4	789.0	-274.78	4054.0	147.0	18.5	0.045881052	14.9	788.0	-69.0	5730.0	240.0	14.7	0.001843543	0.001068159	0.002321195	0.401476473	9.991718559	0.018420163	0	0.46429	0.6	0.4	Math	1	1.3061e-05	1.2716e-05	0.0	0.0	0.0	-36.3486	1127	235	1004	322	14	0	0.03904	0.38395	7.50715
706	Commutative_algebra	Abstract_algebra	14.6	539.0	-65.24	2348.0	138.0	14.5	0.004611	16.5	330.0	38.05	1972.0	76.0	17.3	0.042173326	0.000815723	0.002331682	2.70397102	0.295637332	0.01246801	0	0.66667	0.66667	0.66667	Math	1	3.529e-06	7.835e-06	1e-08	0.00122399	0.002717391	-49.466	230	138	644	173	16	1	0.20435	0.26386	10.53571
707	Approximation_theory	Numerical_analysis	12.6	476.0	-270.11	2238.0	94.0	15.4	0.04485004	14.5	561.0	-183.08	3038.0	159.0	15.7	0.125446738	0.001009693	0.002303152	2.62334424	0.937904763	0.117657093	1	0.49444	1.0	0.2	Math	1	2.167e-06	1.1834e-05	0.0	0.0	0.0	-51.6721	151	75	979	255	9	0	0.25828	0.31166	10.26936
708	Fourier_analysis	Partial_differential_equation	16.4	637.0	-262.73	3274.0	100.0	20.7	0.11885236	15.4	789.0	-274.78	4054.0	147.0	18.5	0.045881052	0.001074939	0.002309469	0.954036375	2.471379121	0.113389475	0	0.24912	0.5	0.0	Math	1	4.603e-06	1.3061e-05	1.9e-08	0.001468429	0.004166667	-36.6105	275	205	1127	235	15	2	0.11273	0.36886	8.87017
709	Complex_analysis	Real_analysis	14.8	364.0	-189.67	1898.0	77.0	18.5	0.136355395	13.5	993.0	-342.16	4909.0	211.0	17.7	0.133461469	0.001073318	0.002301827	1.573688759	1.607812005	0.214580953	0	0.6	0.6	0.6	Math	1	7.499e-06	3.433e-06	1.9e-08	0.005586592	0.002557545	29.6106	621	161	211	147	21	2	0.08696	0.24407	10.91287
710	Computability_theory	Mathematical_logic	14.4	903.0	43.22	5761.0	315.0	14.3	0.040149859	14.8	1600.0	35.88	7575.0	408.0	15.8	0.020075356	0.001016183	0.002315485	0.772301033	1.544569285	0.031007778	1	0.8	1.0	0.6	Math	1	4.219e-06	1.1527e-05	1.9e-08	0.001663894	0.004545455	-36.1368	270	170	830	372	40	2	0.21852	0.27089	10.26639
711	Lie_theory	Differentiable_manifold	13.6	222.0	12.53	912.0	60.0	13.3	0.04448343	14.7	1137.0	-43.72	6911.0	273.0	13.8	0.003349014	0.000940877	0.002338156	0.437015503	5.804677451	0.019439948	0	0.41667	0.66667	0.25	Math	1	1.515e-06	6.895e-06	1e-08	0.001390821	0.006329114	-38.80161	57	101	466	253	11	1	0.08772	0.40076	9.78238
712	Numerical_linear_algebra	Numerical_analysis	17.2	76.0	10.7	255.0	15.0	19.0	0.046038293	14.5	561.0	-183.08	3038.0	159.0	15.7	0.125446738	0.001024039	0.002303152	2.620567739	0.961734569	0.120646465	0	0.42222	0.6	0.33333	Math	1	1.333e-06	1.1834e-05	1.9e-08	0.001620746	0.014388489	-54.09199	80	59	979	255	12	2	0.2875	0.34174	10.424
713	Orthogonal_polynomials	Partial_differential_equation	13.6	394.0	-300.2	1468.0	97.0	16.1	0.006714519	15.4	789.0	-274.78	4054.0	147.0	18.5	0.045881052	0.001040319	0.002321195	3.339527904	0.488727313	0.022423323	0	0.18938	0.4	0.0	Math	1	2.647e-06	1.3061e-05	0.0	0.0	0.0	-50.1599	159	117	1127	235	1	0	0.0566	0.46942	7.8763
714	Orthogonal_polynomials	Ordinary_differential_equation	13.6	394.0	-300.2	1468.0	97.0	16.1	0.006714519	15.4	905.0	-451.53	4092.0	146.0	19.1	0.037775049	0.001040319	0.002337131	2.720954062	0.48364987	0.018269898	0	0.26488	0.33333	0.14286	Math	1	2.647e-06	6.866e-06	0.0	0.0	0.0	-28.2599	159	117	526	190	3	0	0.05031	0.40681	8.80573
715	Numerical_analysis	Vector_calculus	14.5	561.0	-183.08	3038.0	159.0	15.7	0.125446738	17.3	386.0	-43.89	2065.0	75.0	20.9	0.018044227	0.001017527	0.002303152	0.751058655	5.221495885	0.094217858	0	0.25	0.25	0.25	Math	1	1.1834e-05	3.548e-06	0.0	0.0	0.0	41.3981	979	255	191	179	6	0	0.00817	0.47566	7.64494
716	Statistics	Trigonometry	16.1	803.0	32.73	6043.0	285.0	16.4	0.016130771	14.7	545.0	-257.15	2978.0	117.0	17.3	7.4853e-05	0.00101102	0.002299511	0.218117618	9.999999999	0.003518405	0	0.18231	0.4	0.0	Math	1	4.5359e-05	1.0031e-05	0.0	0.0	0.0	263.0637	4306	424	760	286	13	0	0.01115	0.51536	6.10051
717	Matrix_(mathematics)	Analytic_geometry	14.9	2075.0	-163.08	10764.0	402.0	16.4	0.024903086	13.4	738.0	-292.11	4132.0	152.0	17.8	0.014281097	0.00106066	0.002310469	0.68574643	1.195790654	0.017077203	0	0.14286	0.14286	0.14286	Math	1	1.7309e-05	4.076e-06	0.0	0.0	0.0	81.172	1331	474	251	174	16	0	0.02029	0.39641	8.56258
718	Numerical_linear_algebra	Linear_algebra	17.2	76.0	10.7	255.0	15.0	19.0	0.046038293	13.2	1622.0	-423.71	7370.0	252.0	16.3	0.03449714	0.001043868	0.00231448	1.189041409	1.586839862	0.054741436	0	0.63333	0.66667	0.6	Math	1	1.333e-06	9.945e-06	1.9e-08	0.00192864	0.014388489	-69.45719	80	59	769	268	6	2	0.225	0.34207	10.41869
719	Fourier_series	Partial_differential_equation	13.8	1880.0	-1110.05	8006.0	211.0	21.8	0.036705715	15.4	789.0	-274.78	4054.0	147.0	18.5	0.045881052	0.001071073	0.002319513	1.190401295	0.952343677	0.04369453	0	0.21627	0.42857	0.0	Math	1	6.31e-06	1.3061e-05	1.9e-08	0.001468429	0.003039514	-22.9924	441	217	1127	235	15	2	0.09524	0.35489	8.62694
720	Complex_analysis	Vector_calculus	14.8	364.0	-189.67	1898.0	77.0	18.5	0.136355395	17.3	386.0	-43.89	2065.0	75.0	20.9	0.018044227	0.001068403	0.002302821	0.75391073	5.697101577	0.102799796	0	0.25	0.25	0.25	Math	1	7.499e-06	3.548e-06	0.0	0.0	0.0	29.7351	621	161	191	179	8	0	0.02576	0.36203	9.30165
721	Complex_analysis	Mathematical_analysis	14.8	364.0	-189.67	1898.0	77.0	18.5	0.136355395	15.6	504.0	-16.62	2710.0	147.0	16.5	0.122520061	0.001037213	0.002302821	1.522915426	1.694887626	0.207657735	0	0.6	0.6	0.6	Math	1	7.499e-06	1.1028e-05	1.9e-08	0.00173913	0.002557545	-19.8528	621	161	824	326	32	2	0.13688	0.25445	9.60197
722	Trigonometry	Algebra	14.7	545.0	-257.15	2978.0	117.0	17.3	7.4853e-05	15.2	622.0	26.1	4146.0	205.0	13.6	0.00424914	0.000991937	0.002333382	9.999999999	0.249503292	0.001060174	0	0.33333	0.33333	0.33333	Math	1	1.0031e-05	1.847e-05	0.0	0.0	0.0	-29.6672	760	286	1605	321	15	0	0.40395	0.18957	10.20141
723	Metric_(mathematics)	Topology	13.8	428.0	-85.92	2837.0	124.0	14.4	0.013447587	15.3	552.0	42.92	3436.0	174.0	14.6	0.004321302	0.001042302	0.002322206	0.423164683	1.316858745	0.005690544	1	0.59048	1.0	0.33333	Math	1	5.025e-06	1.6638e-05	1e-08	0.000576369	0.001908397	-64.5133	395	129	1475	260	15	1	0.09873	0.38732	8.29073
724	Differential_topology	Differentiable_manifold	15.7	150.0	35.37	949.0	58.0	16.1	0.022289643	14.7	1137.0	-43.72	6911.0	273.0	13.8	0.003349014	0.00095916	0.002323555	0.487051874	3.24161409	0.010856212	0	0.66667	0.66667	0.66667	Math	1	2.254e-06	6.895e-06	1e-08	0.001390821	0.004255319	-29.9218	155	80	466	253	22	1	0.36129	0.20541	11.82458
725	Analytic_geometry	Trigonometry	13.4	738.0	-292.11	4132.0	152.0	17.8	0.014281097	14.7	545.0	-257.15	2978.0	117.0	17.3	7.4853e-05	0.001010152	0.002326258	0.320366626	9.999999999	0.004575187	0	0.6	0.6	0.6	Math	1	4.076e-06	1.0031e-05	0.0	0.0	0.0	-19.5813	251	174	760	286	7	0	0.15139	0.30466	9.86406
726	Number_theory	Complex_analysis	14.4	1127.0	-70.62	6850.0	281.0	16.2	0.102017468	14.8	364.0	-189.67	1898.0	77.0	18.5	0.136355395	0.001055232	0.002302821	1.753907425	1.312226735	0.178929195	0	0.33333	0.33333	0.33333	Math	1	1.7674e-05	7.499e-06	1.9e-08	0.002557545	0.001085187	32.5101	1482	361	621	161	10	2	0.05601	0.32287	8.72079
727	Matrix_(mathematics)	Calculus	14.9	2075.0	-163.08	10764.0	402.0	16.4	0.024903086	14.9	788.0	-69.0	5730.0	240.0	14.7	0.001843543	0.001060874	0.002310469	0.358878311	4.847826924	0.008937178	0	0.14286	0.14286	0.14286	Math	1	1.7309e-05	1.2716e-05	0.0	0.0	0.0	13.1413	1331	474	1004	322	30	0	0.04207	0.3751	7.61505
728	Multivariable_calculus	Calculus	16.7	188.0	-282.94	1040.0	40.0	19.5	0.002961101	14.9	788.0	-69.0	5730.0	240.0	14.7	0.001843543	0.001068159	0.002316826	0.992419337	1.594025379	0.002938654	0	0.6	0.6	0.6	Math	1	1.985e-06	1.2716e-05	1.9e-08	0.001508296	0.009661836	-85.5777	105	102	1004	322	12	2	0.28571	0.32795	10.37863
729	C*-algebra	Functional_analysis	14.7	442.0	51.89	2386.0	110.0	14.4	0.000166195	13.7	546.0	-80.95	2189.0	107.0	14.3	0.129275955	7.6646e-05	0.002301827	9.999999999	0.634604638	0.082039121	0	0.41667	0.5	0.33333	Math	1	3.452e-06	8.41e-06	1.9e-08	0.002280502	0.005555556	-29.7159	242	118	696	181	13	2	0.18595	0.27749	10.28758
